產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-113年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-112年,員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-113年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-112年,員工薪資-中位數調整變動情形(%),非擔任主管職務之全時員工資訊-每股盈餘(元/股),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明,薪資統計情形-具體改善措施說明
"其他電子業","2474","可成","1859854","2518","739","671","10.13%","625","564","10.82%","19.40","1429","9.28","N","Y","N","一、關聯性說明：
透過多元薪酬制度（包含固定薪資、年終及績效獎金等），使員工報酬與個人績效及公司整體營運成果能相互連動。
二、合理性評估：
參考薪資調查資料，檢視與同業及地區之薪資水準，以維持競爭力。","一、有關員工獎酬制度：
將視營運成果、整體財務狀況與人力資源政策之綜合考量，適時檢討員工獎酬制度。
二、參考市場對標機制：
持續參考產業薪資資料，作為薪酬政策調整與制度設計之依據，確保具市場競爭性。",
"電子零組件業","2476","鉅祥","506086","711","712","674","5.64%","645","598","7.86%","5.18","994","6.57","N","N","N","","",
"其他電子業","2477","美隆電","91823","105","875","734","19.21%","816","638","27.90%","1.50","1429","9.28","N","N","N","","",
"電子零組件業","2478","大毅","596034","766","778","697","11.62%","646","579","11.57%","3.13","994","6.57","N","N","N","","",
"資訊服務業","2480","敦陽科","612316","575","1065","1014","5.03%","973","941","3.40%","7.50","1064","3.99","N","N","N","","",
"半導體業","2481","強茂","1013091","1290","785","745","5.37%","610","554","10.11%","2.40","1998","19.23","N","N","N","","",
"其他電子業","2482","連宇","131231","159","825","835","-1.20%","702","663","5.88%","0.81","1429","9.28","N","N","N","","",
"電子零組件業","2483","百容","284394","543","524","501","4.59%","450","426","5.63%","0.35","994","6.57","N","N","N","","",
"電子零組件業","2484","希華","444487","684","650","635","2.36%","575","556","3.42%","0.99","994","6.57","N","N","N","","",
"通信網路業","2485","兆赫","621359","1063","585","581","0.69%","429","426","0.70%","-2.26","1302","3.74","N","N","N","","",
"光電業","2486","一詮","508626","751","677","625","8.32%","596","550","8.36%","0.08","1015","1.21","N","N","N","","",
"其他電子業","2488","漢平","132440","135","981","905","8.40%","797","742","7.41%","5.24","1429","9.28","N","N","N","","",
"光電業","2489","瑞軒","482968","355","1360","1302","4.45%","1200","1155","3.90%","1.80","1015","1.21","N","N","N","","",
"光電業","2491","吉祥全","6248","11","568","600","-5.33%","552","549","0.55%","-0.40","1015","1.21","N","N","N","","",
"電子零組件業","2492","華新科","1649746","2195","752","657","14.46%","650","595","9.24%","6.15","994","6.57","N","N","N","","",
"電子零組件業","2493","揚博","258588","271","954","1017","-6.19%","870","858","1.40%","6.05","994","6.57","N","N","Y","本公司員工薪資報酬配合公司整體營運並依據員工職責考核個人績效表現及對公司的貢獻度而訂定，113年公司EPS較前一年度略為成長，但因產線人員加班費減少故整體平均薪資下降。","因產線人員加班費減少故整體平均薪資下降，將調整產線人員工作以減少加班時數變化對薪資平均數的影響。",
"電腦及週邊設備業","2495","普安","374708","384","976","962","1.46%","855","812","5.30%","2.22","1404","6.67","N","N","N","","",
"其他","2496","卓越","3421","4","855","820","4.27%","852","665","28.12%","7.02","969","3.42","N","Y","N","1.其他行業組成多元，行業特性差異大，比較基礎較薄弱。
2.集團主要EPS貢獻來源為其重要子公司，母公司非擔任主管職務之全時員工為一般行政後勤人員。
3.113年度員工人事異動，非擔任主管職務之全時員工人數較少。","員工薪資調整計劃擬定，包含年度調薪、獎金、分紅及持股信託計劃，以期逐年提升薪資平均數，並依員工薪資外部競爭力及內部公平性進行系統性調整，以達到分享利潤及提升人力資源效能的目的。",
"汽車工業","2497","怡利電","356088","492","724","679","6.63%","646","606","6.60%","3.09","892","5.84","N","N","N","","",
"通信網路業","2498","宏達電","1206426","906","1332","1208","10.26%","1092","937","16.54%","-4.11","1302","3.74","N","N","N","","",
"建材營造","2501","國建","171562","140","1225","1032","18.70%","1095","978","11.96%","1.36","974","2.65","N","N","N","","",
"建材營造","2504","國產","655098","588","1114","1007","10.63%","1118","1001","11.69%","3.90","974","2.65","N","N","N","","",
"建材營造","2505","國揚","81361","74","1099","990","11.01%","976","915","6.67%","0.52","974","2.65","N","N","N","","",
"建材營造","2506","太設","68126","68","1002","753","33.07%","869","680","27.79%","2.04","974","2.65","N","N","N","","",
"建材營造","2509","全坤建","45191","55","822","780","5.38%","773","760","1.71%","0.21","974","2.65","N","N","N","","",
"建材營造","2511","太子","128983","179","721","782","-7.80%","660","709","-6.91%","0.19","974","2.65","N","N","N","","",
"其他","2514","龍邦","15623","18","868","966","-10.14%","777","908","-14.43%","2.83","969","3.42","N","N","Y","本公司經營績效與員工薪酬具高度正相關，除已訂定公平、公正的升遷管道，並依據員工的專業能力、績效表現，及特殊專案貢獻者，定時及不定時調整薪酬及升遷，以隨時與經營績效作連動，並激勵同仁士氣。","除依章程規定提撥員工紅利之外，每年定時年度終了考核升遷及調薪，並隨時依工作績效及個別貢獻，及時反應於薪酬及升遷上，與員工共享營運成果。",
"建材營造","2515","中工","1052243","1116","943","742","27.09%","827","665","24.36%","0.47","974","2.65","N","N","N","","",
"建材營造","2516","新建","564177","906","623","620","0.48%","507","469","8.10%","0.97","974","2.65","N","N","N","","",
"建材營造","2520","冠德","113945","73","1561","1090","43.21%","1416","989","43.17%","10.25","974","2.65","N","N","N","","",
"建材營造","2524","京城","39060","35","1116","909","22.77%","1072","820","30.73%","7.67","974","2.65","N","N","N","","",
"建材營造","2527","宏璟","23283","26","896","817","9.67%","878","831","5.66%","4.86","974","2.65","N","Y","N","因部份獎金調整於114年1月發放，致113年公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數略低於同業水準。","未來年度之獎金將儘量於當年度發放。",
"建材營造","2528","皇普","37215","31","1200","794","51.13%","903","633","42.65%","3.26","974","2.65","N","N","N","","",
"建材營造","2530","華建","35255","31","1137","1135","0.18%","1104","959","15.12%","1.94","974","2.65","N","N","N","","",
"建材營造","2534","宏盛","48811","58","842","890","-5.39%","763","784","-2.68%","0.63","974","2.65","N","N","N","","",
"建材營造","2535","達欣工","692735","476","1455","1176","23.72%","1313","1115","17.76%","5.21","974","2.65","N","N","N","","",
"建材營造","2536","宏普","37302","25","1492","1434","4.04%","1427","1343","6.25%","0.61","974","2.65","N","N","N","","",
"建材營造","2537","聯上發","27142","27","1005","838","19.93%","934","869","7.48%","1.05","974","2.65","N","N","N","","",
"建材營造","2538","基泰","4306","4","1077","1639","-34.29%","1037","1075","-3.53%","0.57","974","2.65","N","N","N","","",
"建材營造","2539","櫻花建","70809","66","1073","960","11.77%","947","836","13.28%","2.85","974","2.65","N","N","N","","",
"建材營造","2540","愛山林","456853","129","3541","3659","-3.22%","1942","2817","-31.06%","3.07","974","2.65","N","N","N","","",
"建材營造","2542","興富發","253478","248","1022","1017","0.49%","788","806","-2.23%","3.13","974","2.65","N","N","N","","",
"建材營造","2543","皇昌","1146847","1448","792","719","10.15%","541","514","5.25%","5.25","974","2.65","N","Y","N","本公司申報113年度之全時員工資訊包含專案引進外籍移工，其佔全體員工比例約52%。","若不含外籍移工，本國籍員工年薪平均1,115(仟元)，本公司薪資水準己高於同業。",
"建材營造","2545","皇翔","80674","56","1441","1139","26.51%","1198","1045","14.64%","9.05","974","2.65","N","N","N","","",
"建材營造","2546","根基","747683","865","864","836","3.35%","748","767","-2.48%","7.10","974","2.65","N","Y","N","本公司人力結構之外藉移工佔比逐年升高，造成年度薪資平均數無法顯著反映隨公司經營績效成長的員工薪資漲幅。","公司每年進行年度調薪，亦持續針對同業市場薪資水準進行內部調薪",
"建材營造","2547","日勝生","83597","89","939","939","0.00%","864","830","4.10%","-0.08","974","2.65","N","N","N","","",
"建材營造","2548","華固","98037","63","1556","2073","-24.94%","1503","1960","-23.32%","4.58","974","2.65","N","N","N","","",
"建材營造","2597","潤弘","1197174","1026","1167","1146","1.83%","894","961","-6.97%","10.71","974","2.65","N","N","N","","",
"貿易百貨","2601","益航","32139","35","918","939","-2.24%","831","862","-3.60%","-0.35","873","3.91","N","N","Y","1、本公司113年業外損失較前一年度大幅減少，以致EPS上升。
2、公司個體之薪資相較前一年度為持平狀態，變動獎金微幅減少；致本公司合併非擔任主管職務之全時員工薪資平均數較前一年度減少。","修改公司章程,公司年度如有獲利,應提撥不低於1%為員工酬勞及不高於3%為董事酬勞
但公司尚有累積虧損,應先彌補數額
前項員工酬勞,就前述範圍提列不低於10%予基層員工,得以員工酬勞、調整薪資或二種方式併行方式辦理",
"航運業","2603","長榮","7227472","2865","2523","1539","63.94%","2415","1410","71.28%","64.87","1566","8.85","N","N","N","","",
"航運業","2605","新興","37878","20","1894","1396","35.67%","1634","1202","35.94%","2.56","1566","8.85","N","N","N","","",
"航運業","2606","裕民","486420","287","1695","1561","8.58%","1462","1333","9.68%","5.54","1566","8.85","N","N","N","","",
"航運業","2607","榮運","1068460","1005","1063","991","7.27%","1046","985","6.19%","2.60","1566","8.85","N","N","N","","",
"航運業","2608","嘉里大榮","2866538","3941","727","678","7.23%","689","645","6.82%","2.25","1566","8.85","N","N","N","","",
"航運業","2609","陽明","3775792","1612","2342","1284","82.40%","2048","1130","81.24%","18.38","1566","8.85","N","N","N","","",
"航運業","2610","華航","22149162","9876","2243","2075","8.10%","1722","1545","11.46%","2.38","1566","8.85","N","N","N","","",
"航運業","2611","志信","12657","15","844","659","28.07%","792","689","14.95%","1.64","1566","8.85","N","N","N","","",
"航運業","2612","中航","73515","56","1313","1192","10.15%","1173","1135","3.35%","5.13","1566","8.85","N","N","N","","",
"航運業","2613","中櫃","427103","669","638","619","3.07%","609","592","2.87%","0.84","1566","8.85","N","N","N","","",
"其他","2614","東森","224615","220","1021","943","8.27%","954","871","9.53%","1.24","969","3.42","N","N","N","","",
"航運業","2615","萬海","2353396","1280","1839","1278","43.90%","1645","1069","53.88%","16.89","1566","8.85","N","N","N","","",
"油電燃氣業","2616","山隆","448300","736","609","746","-18.36%","527","642","-17.91%","-3.43","1276","0.83","N","N","N","","",
"航運業","2617","台航","270265","213","1269","1332","-4.73%","1048","1016","3.15%","3.08","1566","8.85","N","N","N","","",
"航運業","2618","長榮航","19242646","8562","2247","1930","16.42%","1617","1379","17.26%","5.37","1566","8.85","N","N","N","","",
"航運業","2630","亞航","775784","1093","710","662","7.25%","666","612","8.82%","0.67","1566","8.85","N","N","N","","",
"航運業","2633","台灣高鐵","5627469","4742","1187","1079","10.01%","1099","991","10.90%","1.15","1566","8.85","N","N","N","","",
"航運業","2634","漢翔","5774051","5239","1102","1085","1.57%","948","906","4.64%","2.30","1566","8.85","N","N","N","","",
"航運業","2636","台驊控股","216559","332","652","706","-7.65%","567","505","12.28%","9.39","1566","8.85","N","Y","N","本公司屬輕資產物流業，與傳統航運公司在人力與資本配置差異大。薪酬設定依職務、市況與財務體質，將持續優化薪酬制度，強化激勵與永續基礎。","本公司適時調整薪資，導入獎酬連動機制。由人資與薪酬委員會定期檢視薪酬結構，參考市場與產業特性，並強化溝通與透明度，提升員工認同與留任，實踐獲利共享與永續經營。",
"航運業","2642","宅配通","1014816","1711","593","586","1.19%","555","558","-0.54%","-0.10","1566","8.85","N","N","N","","",
"航運業","2645","長榮航太","4065882","3153","1290","1260","2.38%","1292","1199","7.76%","4.90","1566","8.85","N","N","N","","",
"航運業","2646","星宇航空","4232829","3867","1095","0","0.00%","713","0","0.00%","0.53","1566","8.85","N","N","N","","",
"觀光餐旅","2701","萬企","8650","16","541","513","5.46%","498","471","5.73%","0.51","678","2.78","N","N","N","","",
"觀光餐旅","2702","華園","14912","26","574","551","4.17%","437","458","-4.59%","0.26","678","2.78","N","N","N","","",
"觀光餐旅","2704","國賓","341650","444","769","710","8.31%","630","560","12.50%","2.77","678","2.78","N","N","N","","",
"觀光餐旅","2705","六福","401850","671","599","558","7.35%","517","483","7.04%","0.46","678","2.78","N","N","N","","",
"觀光餐旅","2706","第一店","14779","32","462","456","1.32%","462","452","2.21%","0.56","678","2.78","Y","N","N","本公司營業收入來自租賃及旅遊，租賃之作業由主管負責，旅遊收入係受大環境及政府政策推動所影響。本公司非主管員工係從事一般基本工作，除有固定薪資保障，並享有津貼、員工酬勞、退休金、勞健保等福利。","積極開發新興客源市場，多元經營，增加收入，以期提高員工薪資平均數。",
"觀光餐旅","2707","晶華","884258","1245","710","699","1.57%","589","571","3.15%","10.57","678","2.78","N","N","N","","",
"觀光餐旅","2712","遠雄來","164199","315","521","551","-5.44%","442","446","-0.90%","-1.42","678","2.78","N","N","N","","",
"觀光餐旅","2722","夏都","162701","352","462","484","-4.55%","417","350","19.14%","0.03","678","2.78","Y","N","N","飯店及餐飲業基層員工佔比高，本公司基層員工佔非擔任經理人全職員工86%。","因應基本工資及參考各地區性平均薪資，已逐步調整薪資。",
